Elevator_ID,Age,Location,Lines,X1st_Quarter_2019_24_Hour_Availability_,X1st_Quarter_2019_24_Hour_Availability_AM_Peak,X1st_Quarter_2019_24_Hour_Availability_PM_Peak,Non_Scheduled_Outages,Scheduled_Outages,Entrapments,Owner,s,Station_Code1,Station_Code2,match_id2,name_in_Rose_Data_set
EL250,2,86 St,Q,97.09%,96.61%,98.45%,14,6,2,MTA,Q,79,NA,86 StQ,86th St
EL721,5,Fulton St,ACJZ2345,97.14%,96.41%,98.06%,12,9,0,MTA,2,292,NA,Fulton St2,Fulton St
EL721,5,Fulton St,ACJZ2345,97.14%,96.41%,98.06%,12,9,0,MTA,3,292,NA,Fulton St3,Fulton St
EL721,5,Fulton St,ACJZ2345,97.14%,96.41%,98.06%,12,9,0,MTA,4,292,NA,Fulton St4,Fulton St
EL721,5,Fulton St,ACJZ2345,97.14%,96.41%,98.06%,12,9,0,MTA,5,292,NA,Fulton St5,Fulton St
EL721,5,Fulton St,ACJZ2345,97.14%,96.41%,98.06%,12,9,0,MTA,A,292,NA,Fulton StA,Fulton St
EL721,5,Fulton St,ACJZ2345,97.14%,96.41%,98.06%,12,9,0,MTA,C,292,NA,Fulton StC,Fulton St
EL721,5,Fulton St,ACJZ2345,97.14%,96.41%,98.06%,12,9,0,MTA,J,292,NA,Fulton StJ,Fulton St
EL721,5,Fulton St,ACJZ2345,97.14%,96.41%,98.06%,12,9,0,MTA,Z,292,NA,Fulton StZ,Fulton St
EL316,1,Brooklyn Bridge,456,97.14%,97.08%,97.34%,9,3,0,MTA,4,411,NA,Brooklyn Bridge4,Brooklyn Bridge - City Hall
EL316,1,Brooklyn Bridge,456,97.14%,97.08%,97.34%,9,3,0,MTA,5,411,NA,Brooklyn Bridge5,Brooklyn Bridge - City Hall
EL316,1,Brooklyn Bridge,456,97.14%,97.08%,97.34%,9,3,0,MTA,6,411,NA,Brooklyn Bridge6,Brooklyn Bridge - City Hall
EL111**,21,68 St,1,97.16%,100.00%,95.00%,3,1,0,MTA,1,302,NA,68 St1,168th St
EL107,19,181 St,1,97.18%,96.42%,98.59%,13,6,0,MTA,1,301,NA,181 St1,181st St
EL279,9,59 St-Columbus Circle,ABCD1,97.19%,97.25%,98.42%,4,2,1,MTA,1,161,NA,59 St-Columbus Circle1,59th St - Columbus Circle
EL279,9,59 St-Columbus Circle,ABCD1,97.19%,97.25%,98.42%,4,2,1,MTA,A,161,NA,59 St-Columbus CircleA,59th St - Columbus Circle
EL279,9,59 St-Columbus Circle,ABCD1,97.19%,97.25%,98.42%,4,2,1,MTA,B,161,NA,59 St-Columbus CircleB,59th St - Columbus Circle
EL279,9,59 St-Columbus Circle,ABCD1,97.19%,97.25%,98.42%,4,2,1,MTA,C,161,NA,59 St-Columbus CircleC,59th St - Columbus Circle
EL279,9,59 St-Columbus Circle,ABCD1,97.19%,97.25%,98.42%,4,2,1,MTA,D,161,NA,59 St-Columbus CircleD,59th St - Columbus Circle
EL205,28,Grand Central-42 St,456,97.19%,97.32%,98.54%,7,5,0,MTA,4,402,NA,Grand Central-42 St4,Grand Central - 42nd St
EL205,28,Grand Central-42 St,456,97.19%,97.32%,98.54%,7,5,0,MTA,5,402,NA,Grand Central-42 St5,Grand Central - 42nd St
EL205,28,Grand Central-42 St,456,97.19%,97.32%,98.54%,7,5,0,MTA,6,402,NA,Grand Central-42 St6,Grand Central - 42nd St
EL262,2,72 St,Q,97.22%,98.14%,98.12%,19,13,0,MTA,Q,313,NA,72 StQ,72nd St
EL280,9,59 St-Columbus Circle,ABCD1,97.30%,97.64%,95.91%,27,4,0,MTA,1,161,NA,59 St-Columbus Circle1,59th St - Columbus Circle
EL280,9,59 St-Columbus Circle,ABCD1,97.30%,97.64%,95.91%,27,4,0,MTA,A,161,NA,59 St-Columbus CircleA,59th St - Columbus Circle
EL280,9,59 St-Columbus Circle,ABCD1,97.30%,97.64%,95.91%,27,4,0,MTA,B,161,NA,59 St-Columbus CircleB,59th St - Columbus Circle
EL280,9,59 St-Columbus Circle,ABCD1,97.30%,97.64%,95.91%,27,4,0,MTA,C,161,NA,59 St-Columbus CircleC,59th St - Columbus Circle
EL280,9,59 St-Columbus Circle,ABCD1,97.30%,97.64%,95.91%,27,4,0,MTA,D,161,NA,59 St-Columbus CircleD,59th St - Columbus Circle
EL108,19,181 St,1,97.40%,94.59%,98.74%,27,1,0,MTA,1,301,NA,181 St1,181st St
EL221,16,14 St/8 Av,ACEL,97.42%,98.03%,98.24%,11,6,1,MTA,A,115,NA,14 StA,14th St
EL221,16,14 St/8 Av,ACEL,97.42%,98.03%,98.24%,11,6,1,MTA,C,115,NA,14 StC,14th St
EL221,16,14 St/8 Av,ACEL,97.42%,98.03%,98.24%,11,6,1,MTA,E,115,NA,14 StE,14th St
EL221,16,14 St/8 Av,ACEL,97.42%,98.03%,98.24%,11,6,1,MTA,L,115,NA,14 StL,Union Sq - 14th St
EL330,6,Bleecker St,DFBM6,97.42%,98.50%,96.77%,9,6,1,MTA,6,408,NA,Bleecker St6,Bleecker St
EL330,6,Bleecker St,DFBM6,97.42%,98.50%,96.77%,9,6,1,MTA,B,408,NA,Broadway-Lafayette StB,Broadway - Lafayette St
EL330,6,Bleecker St,DFBM6,97.42%,98.50%,96.77%,9,6,1,MTA,D,408,NA,Broadway-Lafayette StD,Broadway - Lafayette St
EL330,6,Bleecker St,DFBM6,97.42%,98.50%,96.77%,9,6,1,MTA,F,408,NA,Broadway-Lafayette StF,Broadway - Lafayette St
EL330,6,Bleecker St,DFBM6,97.42%,98.50%,96.77%,9,6,1,MTA,M,408,NA,Broadway-Lafayette StM,Broadway - Lafayette St
EL401,3,Lexington Av-63 St,FQ,97.44%,98.82%,96.04%,6,4,1,MTA,F,223,NA,Lexington Ave-63 StF,Lexington Ave - 63rd St
EL401,3,Lexington Av-63 St,FQ,97.44%,98.82%,96.04%,6,4,1,MTA,Q,223,NA,Lexington Ave-63 StQ,Lexington Ave - 63rd St
EL332,6,Bleecker St,DFBM6,97.45%,99.26%,97.22%,11,6,0,MTA,6,408,NA,Bleecker St6,Bleecker St
EL332,6,Bleecker St,DFBM6,97.45%,99.26%,97.22%,11,6,0,MTA,B,408,NA,Broadway-Lafayette StB,Broadway - Lafayette St
EL332,6,Bleecker St,DFBM6,97.45%,99.26%,97.22%,11,6,0,MTA,D,408,NA,Broadway-Lafayette StD,Broadway - Lafayette St
EL332,6,Bleecker St,DFBM6,97.45%,99.26%,97.22%,11,6,0,MTA,F,408,NA,Broadway-Lafayette StF,Broadway - Lafayette St
EL332,6,Bleecker St,DFBM6,97.45%,99.26%,97.22%,11,6,0,MTA,M,408,NA,Broadway-Lafayette StM,Broadway - Lafayette St
EL103,15,9 St,1,97.48%,98.63%,96.43%,5,8,1,MTA,1,300,NA,9 St1,79th St
EL144,13,125 St,ABCD,97.55%,98.56%,98.86%,8,4,0,MTA,A,153,NA,125 StA,125th St
EL144,13,125 St,ABCD,97.55%,98.56%,98.86%,8,4,0,MTA,B,153,NA,125 StB,125th St
EL144,13,125 St,ABCD,97.55%,98.56%,98.86%,8,4,0,MTA,C,153,NA,125 StC,125th St
EL144,13,125 St,ABCD,97.55%,98.56%,98.86%,8,4,0,MTA,D,153,NA,125 StD,125th St
EL148,19,Inwood-207 St,A,97.62%,100.00%,96.83%,7,7,0,MTA,A,143,NA,Inwood-207 StA,Inwood - 207th St
EL228,16,34 St-Penn Station,CE,97.69%,99.47%,97.86%,10,4,0,MTA,C,164,NA,34 St-Penn StationC,34th St - Penn Station
EL228,16,34 St-Penn Station,CE,97.69%,99.47%,97.86%,10,4,0,MTA,E,164,NA,34 St-Penn StationE,34th St - Penn Station
EL265,2,72 St,Q,97.71%,99.41%,97.02%,17,10,0,MTA,Q,313,NA,72 StQ,72nd St
EL209,25,34 St-Herald Sq,BDFM,97.73%,98.89%,98.89%,3,4,1,MTA,B,227,NA,Herald Sq-34 StB,Herald Sq - 34th St
EL209,25,34 St-Herald Sq,BDFM,97.73%,98.89%,98.89%,3,4,1,MTA,D,227,NA,Herald Sq-34 StD,Herald Sq - 34th St
EL209,25,34 St-Herald Sq,BDFM,97.73%,98.89%,98.89%,3,4,1,MTA,F,227,NA,Herald Sq-34 StF,Herald Sq - 34th St
EL209,25,34 St-Herald Sq,BDFM,97.73%,98.89%,98.89%,3,4,1,MTA,M,227,NA,Herald Sq-34 StM,Herald Sq - 34th St
EL336,9,Chambers St,123,97.78%,98.51%,99.18%,5,6,0,MTA,1,170,NA,Chambers St1,Chambers St
EL336,9,Chambers St,123,97.78%,98.51%,99.18%,5,6,0,MTA,2,170,NA,Chambers St2,Chambers St
EL336,9,Chambers St,123,97.78%,98.51%,99.18%,5,6,0,MTA,3,170,NA,Chambers St3,Chambers St
EL329,6,Bleecker St,DFBM6,97.81%,98.70%,97.68%,8,7,2,MTA,6,408,NA,Bleecker St6,Bleecker St
EL329,6,Bleecker St,DFBM6,97.81%,98.70%,97.68%,8,7,2,MTA,B,408,NA,Broadway-Lafayette StB,Broadway - Lafayette St
EL329,6,Bleecker St,DFBM6,97.81%,98.70%,97.68%,8,7,2,MTA,D,408,NA,Broadway-Lafayette StD,Broadway - Lafayette St
EL329,6,Bleecker St,DFBM6,97.81%,98.70%,97.68%,8,7,2,MTA,F,408,NA,Broadway-Lafayette StF,Broadway - Lafayette St
EL329,6,Bleecker St,DFBM6,97.81%,98.70%,97.68%,8,7,2,MTA,M,408,NA,Broadway-Lafayette StM,Broadway - Lafayette St
EL149,19,Inwood-207 St,A,97.81%,99.04%,96.85%,5,7,1,MTA,A,143,NA,Inwood-207 StA,Inwood - 207th St
EL723,5,Fulton St,23,97.91%,98.58%,98.11%,12,3,1,MTA,2,292,NA,Fulton St2,Fulton St
EL723,5,Fulton St,23,97.91%,98.58%,98.11%,12,3,1,MTA,3,292,NA,Fulton St3,Fulton St
EL214,15,34 St-Penn Station,1,97.91%,98.66%,99.13%,5,7,1,MTA,1,164,NA,34 St-Penn Station1,34th St - Penn Station
EL210,25,34 St-Herald Sq,BDFM,97.95%,98.22%,99.41%,7,4,2,MTA,B,227,NA,Herald Sq-34 StB,Herald Sq - 34th St
EL210,25,34 St-Herald Sq,BDFM,97.95%,98.22%,99.41%,7,4,2,MTA,D,227,NA,Herald Sq-34 StD,Herald Sq - 34th St
EL210,25,34 St-Herald Sq,BDFM,97.95%,98.22%,99.41%,7,4,2,MTA,F,227,NA,Herald Sq-34 StF,Herald Sq - 34th St
EL210,25,34 St-Herald Sq,BDFM,97.95%,98.22%,99.41%,7,4,2,MTA,M,227,NA,Herald Sq-34 StM,Herald Sq - 34th St
EL711,11,Bowling Green,45,97.95%,98.87%,98.43%,11,5,3,MTA,4,45,NA,Bowling Green4,Bowling Green
EL711,11,Bowling Green,45,97.95%,98.87%,98.43%,11,5,3,MTA,5,45,NA,Bowling Green5,Bowling Green
EL126,2,125 St,456,97.98%,99.97%,97.83%,5,3,1,MTA,4,392,NA,125 St4,125th St
EL126,2,125 St,456,97.98%,99.97%,97.83%,5,3,1,MTA,5,392,NA,125 St5,125th St
EL126,2,125 St,456,97.98%,99.97%,97.83%,5,3,1,MTA,6,392,NA,125 St6,125th St
EL180,10,135 St,23,98.00%,98.56%,98.44%,5,7,1,MTA,2,152,NA,135 St2,135th St
EL180,10,135 St,23,98.00%,98.56%,98.44%,5,7,1,MTA,3,152,NA,135 St3,135th St
EL120,33,190 St,A,98.00%,99.83%,97.47%,15,6,0,MTA,A,145,NA,190 StA,190th St
EL227,16,34 St-Penn Station,A,98.02%,99.51%,97.69%,7,7,0,MTA,A,164,NA,34 St-Penn StationA,34th St - Penn Station
EL281,9,57 St-7 Av,NQRW,98.03%,99.47%,98.89%,12,2,1,MTA,N,9,NA,57 StN,57th St
EL281,9,57 St-7 Av,NQRW,98.03%,99.47%,98.89%,12,2,1,MTA,Q,9,NA,57 StQ,57th St
EL281,9,57 St-7 Av,NQRW,98.03%,99.47%,98.89%,12,2,1,MTA,R,9,NA,57 StR,57th St
EL281,9,57 St-7 Av,NQRW,98.03%,99.47%,98.89%,12,2,1,MTA,W,9,NA,57 StW,57th St
EL443,2,Lexington Av-63 St,FQ,98.05%,98.56%,98.20%,5,10,0,MTA,F,223,NA,Lexington Ave-63 StF,Lexington Ave - 63rd St
EL443,2,Lexington Av-63 St,FQ,98.05%,98.56%,98.20%,5,10,0,MTA,Q,7,NA,Lexington Ave-63 StQ,Lexington Ave - 63rd St
EL146,8,96 St,231,98.06%,97.42%,98.48%,14,4,1,MTA,1,157,NA,96 St1,96th St
EL146,8,96 St,231,98.06%,97.42%,98.48%,14,4,1,MTA,2,157,NA,96 St2,96th St
EL146,8,96 St,231,98.06%,97.42%,98.48%,14,4,1,MTA,3,157,NA,96 St3,96th St
EL442,2,Lexington Av-63 St,FQ,98.12%,99.78%,99.00%,16,12,0,MTA,F,223,NA,Lexington Ave-63 StF,Lexington Ave - 63rd St
EL442,2,Lexington Av-63 St,FQ,98.12%,99.78%,99.00%,16,12,0,MTA,Q,7,NA,Lexington Ave-63 StQ,Lexington Ave - 63rd St
EL229,15,Times Sq-42 St,NQRW,98.13%,100.00%,99.25%,6,5,2,MTA,N,11,NA,Times Sq-42 StN,Times Sq - 42nd St
EL229,15,Times Sq-42 St,NQRW,98.13%,100.00%,99.25%,6,5,2,MTA,Q,11,NA,Times Sq-42 StQ,Times Sq - 42nd St
EL229,15,Times Sq-42 St,NQRW,98.13%,100.00%,99.25%,6,5,2,MTA,R,11,NA,Times Sq-42 StR,Times Sq - 42nd St
EL229,15,Times Sq-42 St,NQRW,98.13%,100.00%,99.25%,6,5,2,MTA,W,11,NA,Times Sq-42 StW,Times Sq - 42nd St
EL731,1,South Ferry,1,98.20%,98.70%,97.13%,6,6,0,MTA,1,330,NA,South Ferry1,South Ferry
EL730,1,South Ferry,1,98.30%,98.36%,99.21%,12,3,1,MTA,1,330,NA,South Ferry1,South Ferry
EL403,29,Roosevelt Island,F,98.31%,99.86%,97.78%,2,4,0,MTA,F,222,NA,Roosevelt IslandF,Roosevelt Island - Main St
EL115,17,190 St,A,98.35%,96.32%,97.84%,12,3,1,MTA,A,145,NA,190 StA,190th St
EL201,1,51 St,6,98.36%,98.88%,99.89%,7,3,1,MTA,6,401,NA,51 St6,51st St
EL142,13,125 St,ABCD,98.37%,99.03%,99.03%,2,5,0,MTA,A,153,NA,125 StA,125th St
EL142,13,125 St,ABCD,98.37%,99.03%,99.03%,2,5,0,MTA,B,153,NA,125 StB,125th St
EL142,13,125 St,ABCD,98.37%,99.03%,99.03%,2,5,0,MTA,C,153,NA,125 StC,125th St
EL142,13,125 St,ABCD,98.37%,99.03%,99.03%,2,5,0,MTA,D,153,NA,125 StD,125th St
EL326,0,World Trade Center,E,98.42%,99.90%,98.74%,6,3,0,MTA,E,171,NA,World Trade CtrE,World Trade Center
EL110,19,181 St,1,98.45%,97.81%,99.31%,43,6,1,MTA,1,301,NA,181 St1,181st St
EL113**,21,68 St,1,98.50%,100.00%,94.40%,3,1,0,MTA,1,302,NA,68 St1,168th St
EL216,15,34 St-Penn Station,1,98.53%,100.00%,98.86%,1,11,0,MTA,1,164,NA,34 St-Penn Station1,34th St - Penn Station
EL314,1,Brooklyn Bridge,456,98.56%,99.24%,98.94%,4,6,2,MTA,4,411,NA,Brooklyn Bridge4,Brooklyn Bridge - City Hall
EL314,1,Brooklyn Bridge,456,98.56%,99.24%,98.94%,4,6,2,MTA,5,411,NA,Brooklyn Bridge5,Brooklyn Bridge - City Hall
EL314,1,Brooklyn Bridge,456,98.56%,99.24%,98.94%,4,6,2,MTA,6,411,NA,Brooklyn Bridge6,Brooklyn Bridge - City Hall
EL719,5,Fulton St,ACJZ2345,98.61%,99.68%,98.80%,12,3,3,MTA,2,292,NA,Fulton St2,Fulton St
EL719,5,Fulton St,ACJZ2345,98.61%,99.68%,98.80%,12,3,3,MTA,3,292,NA,Fulton St3,Fulton St
EL719,5,Fulton St,ACJZ2345,98.61%,99.68%,98.80%,12,3,3,MTA,4,292,NA,Fulton St4,Fulton St
EL719,5,Fulton St,ACJZ2345,98.61%,99.68%,98.80%,12,3,3,MTA,5,292,NA,Fulton St5,Fulton St
EL719,5,Fulton St,ACJZ2345,98.61%,99.68%,98.80%,12,3,3,MTA,A,292,NA,Fulton StA,Fulton St
EL719,5,Fulton St,ACJZ2345,98.61%,99.68%,98.80%,12,3,3,MTA,C,292,NA,Fulton StC,Fulton St
EL719,5,Fulton St,ACJZ2345,98.61%,99.68%,98.80%,12,3,3,MTA,J,292,NA,Fulton StJ,Fulton St
EL719,5,Fulton St,ACJZ2345,98.61%,99.68%,98.80%,12,3,3,MTA,Z,292,NA,Fulton StZ,Fulton St
EL139,12,168 St,1AC,98.64%,99.26%,98.89%,5,4,1,MTA,1,302,NA,168 St1,168th St
EL139,12,168 St,1AC,98.64%,99.26%,98.89%,5,4,1,MTA,A,302,NA,168 StA,168th St
EL139,12,168 St,1AC,98.64%,99.26%,98.89%,5,4,1,MTA,C,302,NA,168 StC,168th St
EL712,0,Cortlandt St,1,98.65%,98.89%,99.17%,1,4,0,MTA,1,328,NA,Cortlandt St1,Cortlandt St
EL324,17,Canal St,6,98.70%,99.83%,98.94%,4,3,0,MTA,6,410,NA,Canal St6,Canal St
EL247,2,96 St,Q,98.74%,100.00%,98.98%,4,5,0,MTA,Q,157,NA,96 StQ,96th St
EL338,9,Chambers St,123,98.75%,99.35%,100.00%,9,5,0,MTA,1,170,NA,Chambers St1,Chambers St
EL338,9,Chambers St,123,98.75%,99.35%,100.00%,9,5,0,MTA,2,170,NA,Chambers St2,Chambers St
EL338,9,Chambers St,123,98.75%,99.35%,100.00%,9,5,0,MTA,3,170,NA,Chambers St3,Chambers St
EL212,25,34 St-Herald Sq,NQRW,98.77%,100.00%,99.07%,5,5,0,MTA,N,12,NA,Herald Sq-34 StN,Herald Sq - 34th St
EL212,25,34 St-Herald Sq,NQRW,98.77%,100.00%,99.07%,5,5,0,MTA,Q,12,NA,Herald Sq-34 StQ,Herald Sq - 34th St
EL212,25,34 St-Herald Sq,NQRW,98.77%,100.00%,99.07%,5,5,0,MTA,R,12,NA,Herald Sq-34 StR,Herald Sq - 34th St
EL212,25,34 St-Herald Sq,NQRW,98.77%,100.00%,99.07%,5,5,0,MTA,W,12,NA,Herald Sq-34 StW,Herald Sq - 34th St
EL140,12,168 St,AC,98.78%,99.42%,99.87%,4,2,0,MTA,A,302,NA,168 StA,168th St
EL140,12,168 St,AC,98.78%,99.42%,99.87%,4,2,0,MTA,C,302,NA,168 StC,168th St
EL235,10,47-50 Sts-Rockefeller Center,BDFM,98.79%,98.44%,100.00%,5,4,0,MTA,B,225,NA,47-50 Sts-Rockefeller CtrB,47th-50th Sts - Rockefeller Ctr
EL235,10,47-50 Sts-Rockefeller Center,BDFM,98.79%,98.44%,100.00%,5,4,0,MTA,D,225,NA,47-50 Sts-Rockefeller CtrD,47th-50th Sts - Rockefeller Ctr
EL235,10,47-50 Sts-Rockefeller Center,BDFM,98.79%,98.44%,100.00%,5,4,0,MTA,F,225,NA,47-50 Sts-Rockefeller CtrF,47th-50th Sts - Rockefeller Ctr
EL235,10,47-50 Sts-Rockefeller Center,BDFM,98.79%,98.44%,100.00%,5,4,0,MTA,M,225,NA,47-50 Sts-Rockefeller CtrM,47th-50th Sts - Rockefeller Ctr
EL337,9,Chambers St,123,98.80%,99.97%,99.21%,1,6,0,MTA,1,170,NA,Chambers St1,Chambers St
EL337,9,Chambers St,123,98.80%,99.97%,99.21%,1,6,0,MTA,2,170,NA,Chambers St2,Chambers St
EL337,9,Chambers St,123,98.80%,99.97%,99.21%,1,6,0,MTA,3,170,NA,Chambers St3,Chambers St
EL404,29,Roosevelt Island,F,98.80%,100.00%,98.98%,1,4,0,MTA,F,222,NA,Roosevelt IslandF,Roosevelt Island - Main St
EL713,0,Cortlandt St,1,98.85%,100.00%,99.31%,4,6,0,MTA,1,328,NA,Cortlandt St1,Cortlandt St
EL226,16,34 St-Penn Station,CE,98.88%,100.00%,99.27%,3,3,1,MTA,C,164,NA,34 St-Penn StationC,34th St - Penn Station
EL226,16,34 St-Penn Station,CE,98.88%,100.00%,99.27%,3,3,1,MTA,E,164,NA,34 St-Penn StationE,34th St - Penn Station
EL299,2,23 St,6,98.94%,99.19%,98.45%,4,2,1,MTA,6,228,NA,23 St6,23rd St
EL112**,21,68 St,1,98.98%,100.00%,100.00%,N/A,1,0,MTA,1,302,NA,68 St1,168th St
EL722,5,Fulton St,JZ,98.99%,99.91%,99.35%,4,7,0,MTA,J,292,NA,Fulton StJ,Fulton St
EL722,5,Fulton St,JZ,98.99%,99.91%,99.35%,4,7,0,MTA,Z,292,NA,Fulton StZ,Fulton St
EL259,2,72 St,Q,99.01%,99.94%,100.00%,3,7,0,MTA,Q,313,NA,72 StQ,72nd St
EL118,14,181 St,A,99.07%,98.96%,99.85%,8,6,0,MTA,A,146,NA,181 StA,181st St
EL222,16,14 St,ACE,99.07%,100.00%,98.42%,5,4,0,MTA,A,166,NA,14 StA,14th St
EL222,16,14 St,ACE,99.07%,100.00%,98.42%,5,4,0,MTA,C,166,NA,14 StC,14th St
EL222,16,14 St,ACE,99.07%,100.00%,98.42%,5,4,0,MTA,E,166,NA,14 StE,14th St
EL141,12,168 St,AC,99.09%,99.42%,99.95%,3,2,0,MTA,A,302,NA,168 StA,168th St
EL141,12,168 St,AC,99.09%,99.42%,99.95%,3,2,0,MTA,C,302,NA,168 StC,168th St
EL249,2,86 St,Q,99.09%,100.00%,99.72%,N/A,6,0,MTA,Q,79,NA,86 StQ,86th St
EL234,10,47-50 Sts-Rockefeller Center,BDFM,99.13%,99.51%,98.83%,4,4,0,MTA,B,225,NA,47-50 Sts-Rockefeller CtrB,47th-50th Sts - Rockefeller Ctr
EL234,10,47-50 Sts-Rockefeller Center,BDFM,99.13%,99.51%,98.83%,4,4,0,MTA,D,225,NA,47-50 Sts-Rockefeller CtrD,47th-50th Sts - Rockefeller Ctr
EL234,10,47-50 Sts-Rockefeller Center,BDFM,99.13%,99.51%,98.83%,4,4,0,MTA,F,225,NA,47-50 Sts-Rockefeller CtrF,47th-50th Sts - Rockefeller Ctr
EL234,10,47-50 Sts-Rockefeller Center,BDFM,99.13%,99.51%,98.83%,4,4,0,MTA,M,225,NA,47-50 Sts-Rockefeller CtrM,47th-50th Sts - Rockefeller Ctr
EL248,2,96 St,Q,99.14%,100.00%,100.00%,1,6,0,MTA,Q,157,NA,96 StQ,96th St
EL732,11,Fulton St,23,99.19%,99.28%,100.00%,2,3,0,MTA,2,292,NA,Fulton St2,Fulton St
EL732,11,Fulton St,23,99.19%,99.28%,100.00%,2,3,0,MTA,3,292,NA,Fulton St3,Fulton St
EL117,16,181 St,A,99.19%,99.81%,99.86%,6,8,0,MTA,A,145,NA,181 StA,181st St
EL298,2,23 St,6,99.20%,99.14%,100.00%,5,2,0,MTA,6,228,NA,23 St6,23rd St
EL143,13,125 St,ABCD,99.26%,100.00%,100.00%,N/A,3,0,MTA,A,153,NA,125 StA,125th St
EL143,13,125 St,ABCD,99.26%,100.00%,100.00%,N/A,3,0,MTA,B,153,NA,125 StB,125th St
EL143,13,125 St,ABCD,99.26%,100.00%,100.00%,N/A,3,0,MTA,C,153,NA,125 StC,125th St
EL143,13,125 St,ABCD,99.26%,100.00%,100.00%,N/A,3,0,MTA,D,153,NA,125 StD,125th St
EL236,10,47-50 Sts-Rockefeller Center,BDFM,99.27%,99.51%,100.00%,1,4,0,MTA,B,225,NA,47-50 Sts-Rockefeller CtrB,47th-50th Sts - Rockefeller Ctr
EL236,10,47-50 Sts-Rockefeller Center,BDFM,99.27%,99.51%,100.00%,1,4,0,MTA,D,225,NA,47-50 Sts-Rockefeller CtrD,47th-50th Sts - Rockefeller Ctr
EL236,10,47-50 Sts-Rockefeller Center,BDFM,99.27%,99.51%,100.00%,1,4,0,MTA,F,225,NA,47-50 Sts-Rockefeller CtrF,47th-50th Sts - Rockefeller Ctr
EL236,10,47-50 Sts-Rockefeller Center,BDFM,99.27%,99.51%,100.00%,1,4,0,MTA,M,225,NA,47-50 Sts-Rockefeller CtrM,47th-50th Sts - Rockefeller Ctr
EL240,15,72 St,123,99.27%,100.00%,100.00%,N/A,3,0,MTA,1,313,NA,72 St1,72nd St
EL240,15,72 St,123,99.27%,100.00%,100.00%,N/A,3,0,MTA,2,313,NA,72 St2,72nd St
EL240,15,72 St,123,99.27%,100.00%,100.00%,N/A,3,0,MTA,3,313,NA,72 St3,72nd St
EL239,15,72 St,123,99.28%,100.00%,100.00%,N/A,3,0,MTA,1,313,NA,72 St1,72nd St
EL239,15,72 St,123,99.28%,100.00%,100.00%,N/A,3,0,MTA,2,313,NA,72 St2,72nd St
EL239,15,72 St,123,99.28%,100.00%,100.00%,N/A,3,0,MTA,3,313,NA,72 St3,72nd St
EL220,18,14 St-Union Sq,NQRW,99.31%,100.00%,100.00%,2,3,0,MTA,N,15,NA,Union Sq-14 StN,Union Sq - 14th St
EL220,18,14 St-Union Sq,NQRW,99.31%,100.00%,100.00%,2,3,0,MTA,Q,15,NA,Union Sq-14 StQ,Union Sq - 14th St
EL220,18,14 St-Union Sq,NQRW,99.31%,100.00%,100.00%,2,3,0,MTA,R,15,NA,Union Sq-14 StR,Union Sq - 14th St
EL220,18,14 St-Union Sq,NQRW,99.31%,100.00%,100.00%,2,3,0,MTA,W,15,NA,Union Sq-14 StW,Union Sq - 14th St
EL600,3,34 St-Hudson Yards,7,99.34%,99.53%,99.93%,2,5,0,MTA,7,471,NA,34 St-Hudson Yards7,34th St - Hudson Yards
EL603,3,34 St-Hudson Yards,7,99.73%,100.00%,100.00%,3,5,0,MTA,7,471,NA,34 St-Hudson Yards7,34th St - Hudson Yards
EL340,19,Franklin Av,CS,78.96%,79.75%,81.55%,5,5,0,MTA,C,139,NA,Franklin AveC,Franklin Ave
EL340,19,Franklin Av,CS,78.96%,79.75%,81.55%,5,5,0,MTA,S,139,NA,Franklin Ave-Fulton StS,Franklin Ave - Fulton St
EL312,18,Clark St,23,81.47%,83.61%,83.04%,12,11,3,MTA,2,334,NA,Clark St2,Clark St
EL312,18,Clark St,23,81.47%,83.61%,83.04%,12,11,3,MTA,3,334,NA,Clark St3,Clark St
EL342,13,Euclid Av,AC,88.16%,86.57%,90.51%,8,8,2,MTA,A,188,NA,Euclid AveA,Euclid Ave
EL342,13,Euclid Av,AC,88.16%,86.57%,90.51%,8,8,2,MTA,C,188,NA,Euclid AveC,Euclid Ave
EL310,18,Clark St,23,89.73%,91.11%,89.87%,5,7,2,MTA,2,334,NA,Clark St2,Clark St
EL310,18,Clark St,23,89.73%,91.11%,89.87%,5,7,2,MTA,3,334,NA,Clark St3,Clark St
EL382,15,Prospect Park,BQS,93.61%,90.81%,95.23%,4,19,0,MTA,B,42,NA,Prospect ParkB,Prospect Park
EL382,15,Prospect Park,BQS,93.61%,90.81%,95.23%,4,19,0,MTA,Q,42,NA,Prospect ParkQ,Prospect Park
EL382,15,Prospect Park,BQS,93.61%,90.81%,95.23%,4,19,0,MTA,S,42,NA,Prospect ParkS,Prospect Park
EL398,11,Myrtle-Wyckoff Avs,M,93.99%,92.91%,95.56%,3,5,0,MTA,M,#N/A,NA,Myrtle-Wyckoff AvesM,Myrtle - Wyckoff Aves
EL397,11,Myrtle-Wyckoff Avs,L,94.28%,94.44%,95.56%,2,6,0,MTA,L,128,NA,Myrtle-Wyckoff AvesL,Myrtle - Wyckoff Aves
EL311,18,Clark St,23,94.28%,99.14%,92.56%,17,17,2,MTA,2,334,NA,Clark St2,Clark St
EL311,18,Clark St,23,94.28%,99.14%,92.56%,17,17,2,MTA,3,334,NA,Clark St3,Clark St
