Elevator_ID,Age,Location,Lines,X1st_Quarter_2019_24_Hour_Availability_,X1st_Quarter_2019_24_Hour_Availability_AM_Peak,X1st_Quarter_2019_24_Hour_Availability_PM_Peak,Non_Scheduled_Outages,Scheduled_Outages,Entrapments,Owner,s,Station_Code1,Station_Code2,match_id2,name_in_Rose_Data_set
EL376,6,Bay Parkway,D,94.71%,95.49%,92.95%,19,7,0,MTA,D,68,NA,Bay PkyD,Bay Pky
EL301,14,Pacific St-Atlantic Av,DNR,95.12%,94.79%,97.08%,14,7,0,MTA,D,27,NA,Atlantic Ave-Barclays CtrD,Atlantic Av - Barclay's Center
EL301,14,Pacific St-Atlantic Av,DNR,95.12%,94.79%,97.08%,14,7,0,MTA,N,27,NA,Atlantic Ave-Barclays CtrN,Atlantic Av - Barclay's Center
EL301,14,Pacific St-Atlantic Av,DNR,95.12%,94.79%,97.08%,14,7,0,MTA,R,27,NA,Atlantic Ave-Barclays CtrR,Atlantic Av - Barclay's Center
EL393,16,Flushing Av,JM,95.53%,96.77%,93.96%,18,10,0,MTA,J,287,NA,Flushing AveJ,Flushing Ave
EL393,16,Flushing Av,JM,95.53%,96.77%,93.96%,18,10,0,MTA,M,287,NA,Flushing AveM,Flushing Ave
EL339,19,Franklin Av,CS,95.94%,96.06%,96.04%,3,4,0,MTA,C,139,NA,Franklin AveC,Franklin Ave
EL339,19,Franklin Av,CS,95.94%,96.06%,96.04%,3,4,0,MTA,S,139,NA,Franklin Ave-Fulton StS,Franklin Ave - Fulton St
EL383,15,Prospect Park,BQS,95.97%,98.33%,96.28%,16,8,0,MTA,B,42,NA,Prospect ParkB,Prospect Park
EL383,15,Prospect Park,BQS,95.97%,98.33%,96.28%,16,8,0,MTA,Q,42,NA,Prospect ParkQ,Prospect Park
EL383,15,Prospect Park,BQS,95.97%,98.33%,96.28%,16,8,0,MTA,S,42,NA,Prospect ParkS,Prospect Park
EL761,7,Kings Highway,BQ,96.09%,98.89%,95.62%,10,6,1,MTA,B,#N/A,NA,Kings HighwayB,Kings Hwy
EL761,7,Kings Highway,BQ,96.09%,98.89%,95.62%,10,6,1,MTA,Q,#N/A,NA,Kings HighwayQ,Kings Hwy
EL304,14,Atlantic Av,23,96.31%,96.09%,97.88%,3,6,0,MTA,2,338,NA,Atlantic Ave-Barclays Ctr2,Atlantic Av - Barclay's Center
EL304,14,Atlantic Av,23,96.31%,96.09%,97.88%,3,6,0,MTA,3,338,NA,Atlantic Ave-Barclays Ctr3,Atlantic Av - Barclay's Center
EL343,13,Euclid Av,AC,96.31%,97.68%,96.51%,1,6,0,MTA,A,188,NA,Euclid AveA,Euclid Ave
EL343,13,Euclid Av,AC,96.31%,97.68%,96.51%,1,6,0,MTA,C,188,NA,Euclid AveC,Euclid Ave
EL302,14,Pacific St-Atlantic Av,DNR,96.45%,97.86%,96.46%,11,5,0,MTA,D,27,NA,Atlantic Ave-Barclays CtrD,Atlantic Av - Barclay's Center
EL302,14,Pacific St-Atlantic Av,DNR,96.45%,97.86%,96.46%,11,5,0,MTA,N,27,NA,Atlantic Ave-Barclays CtrN,Atlantic Av - Barclay's Center
EL302,14,Pacific St-Atlantic Av,DNR,96.45%,97.86%,96.46%,11,5,0,MTA,R,27,NA,Atlantic Ave-Barclays CtrR,Atlantic Av - Barclay's Center
EL346,4,Utica Av,AC,96.93%,97.11%,99.35%,13,9,1,MTA,A,181,NA,Utica AveA,Utica Ave
EL346,4,Utica Av,AC,96.93%,97.11%,99.35%,13,9,1,MTA,C,181,NA,Utica AveC,Utica Ave
EL708,8,Jay St,ACFR,96.96%,99.01%,96.61%,39,10,0,MTA,A,174,NA,Jay St-MetroTechA,Jay St - MetroTech
EL708,8,Jay St,ACFR,96.96%,99.01%,96.61%,39,10,0,MTA,C,174,NA,Jay St-MetroTechC,Jay St - MetroTech
EL708,8,Jay St,ACFR,96.96%,99.01%,96.61%,39,10,0,MTA,F,174,NA,Jay St-MetroTechF,Jay St - MetroTech
EL708,8,Jay St,ACFR,96.96%,99.01%,96.61%,39,10,0,MTA,R,174,NA,Jay St-MetroTechR,Jay St - MetroTech
EL344,4,Utica Av,AC,97.18%,99.17%,97.77%,11,8,0,MTA,A,181,NA,Utica AveA,Utica Ave
EL344,4,Utica Av,AC,97.18%,99.17%,97.77%,11,8,0,MTA,C,181,NA,Utica AveC,Utica Ave
EL760,7,Kings Highway,BQ,97.18%,99.51%,95.81%,14,8,1,MTA,B,#N/A,NA,Kings HighwayB,Kings Hwy
EL760,7,Kings Highway,BQ,97.18%,99.51%,95.81%,14,8,1,MTA,Q,#N/A,NA,Kings HighwayQ,Kings Hwy
EL318,24,Borough Hall,2345,97.23%,99.63%,97.55%,6,8,0,MTA,2,24,NA,Borough Hall2,Borough Hall
EL318,24,Borough Hall,2345,97.23%,99.63%,97.55%,6,8,0,MTA,3,24,NA,Borough Hall3,Borough Hall
EL318,24,Borough Hall,2345,97.23%,99.63%,97.55%,6,8,0,MTA,4,24,NA,Borough Hall4,Borough Hall
EL318,24,Borough Hall,2345,97.23%,99.63%,97.55%,6,8,0,MTA,5,24,NA,Borough Hall5,Borough Hall
EL320,20,Church Av,25,97.26%,97.85%,96.16%,6,9,1,MTA,2,356,NA,Church Ave2,Church Ave
EL320,20,Church Av,25,97.26%,97.85%,96.16%,6,9,1,MTA,5,356,NA,Church Ave5,Church Ave
EL707,8,Jay St,ACFR,97.33%,98.07%,98.87%,8,9,1,MTA,A,174,NA,Jay St-MetroTechA,Jay St - MetroTech
EL707,8,Jay St,ACFR,97.33%,98.07%,98.87%,8,9,1,MTA,C,174,NA,Jay St-MetroTechC,Jay St - MetroTech
EL707,8,Jay St,ACFR,97.33%,98.07%,98.87%,8,9,1,MTA,F,174,NA,Jay St-MetroTechF,Jay St - MetroTech
EL707,8,Jay St,ACFR,97.33%,98.07%,98.87%,8,9,1,MTA,R,174,NA,Jay St-MetroTechR,Jay St - MetroTech
EL373,10,Church Av,FG,97.59%,97.73%,98.14%,5,7,0,MTA,F,243,NA,Church AveF,Church Ave
EL373,10,Church Av,FG,97.59%,97.73%,98.14%,5,7,0,MTA,G,243,NA,Church AveG,Church Ave
EL309,17,Court St,R,97.62%,97.84%,98.89%,5,3,1,MTA,R,24,NA,Court StR,Court St
EL341,13,Euclid Av,AC,97.70%,99.30%,95.72%,9,5,0,MTA,A,188,NA,Euclid AveA,Euclid Ave
EL341,13,Euclid Av,AC,97.70%,99.30%,95.72%,9,5,0,MTA,C,188,NA,Euclid AveC,Euclid Ave
EL345,4,Utica Av,AC,97.86%,97.59%,98.53%,5,7,0,MTA,A,181,NA,Utica AveA,Utica Ave
EL345,4,Utica Av,AC,97.86%,97.59%,98.53%,5,7,0,MTA,C,181,NA,Utica AveC,Utica Ave
EL391,14,Marcy Av,JMZ,98.00%,98.33%,99.51%,8,7,1,MTA,J,101,NA,Marcy AveJ,Marcy Ave
EL391,14,Marcy Av,JMZ,98.00%,98.33%,99.51%,8,7,1,MTA,M,101,NA,Marcy AveM,Marcy Ave
EL391,14,Marcy Av,JMZ,98.00%,98.33%,99.51%,8,7,1,MTA,Z,101,NA,Marcy AveZ,Marcy Ave
EL377,6,Bay Parkway,D,98.07%,98.25%,97.95%,6,6,0,MTA,D,68,NA,Bay PkyD,Bay Pky
EL307,15,Atlantic Av,BQ,98.07%,99.88%,98.89%,2,7,0,MTA,B,40,NA,Atlantic Ave-Barclays CtrB,Atlantic Av - Barclay's Center
EL307,15,Atlantic Av,BQ,98.07%,99.88%,98.89%,2,7,0,MTA,Q,40,NA,Atlantic Ave-Barclays CtrQ,Atlantic Av - Barclay's Center
EL394,16,Flushing Av,JM,98.12%,99.58%,99.06%,5,5,2,MTA,J,287,NA,Flushing AveJ,Flushing Ave
EL394,16,Flushing Av,JM,98.12%,99.58%,99.06%,5,5,2,MTA,M,287,NA,Flushing AveM,Flushing Ave
EL371,13,DeKalb Av,BQR,98.21%,99.94%,98.54%,6,6,1,MTA,B,26,NA,DeKalb AveB,DeKalb Ave
EL371,13,DeKalb Av,BQR,98.21%,99.94%,98.54%,6,6,1,MTA,Q,26,NA,DeKalb AveQ,DeKalb Ave
EL371,13,DeKalb Av,BQR,98.21%,99.94%,98.54%,6,6,1,MTA,R,26,NA,DeKalb AveR,DeKalb Ave
EL306,14,Atlantic Av,23,98.32%,99.10%,98.92%,3,5,2,MTA,2,338,NA,Atlantic Ave-Barclays Ctr2,Atlantic Av - Barclay's Center
EL306,14,Atlantic Av,23,98.32%,99.10%,98.92%,3,5,2,MTA,3,338,NA,Atlantic Ave-Barclays Ctr3,Atlantic Av - Barclay's Center
EL378,6,Bay Parkway,D,98.40%,99.84%,99.63%,2,7,0,MTA,D,68,NA,Bay PkyD,Bay Pky
EL317,24,Borough Hall,2345,98.46%,99.98%,99.45%,3,7,0,MTA,2,24,NA,Borough Hall2,Borough Hall
EL317,24,Borough Hall,2345,98.46%,99.98%,99.45%,3,7,0,MTA,3,24,NA,Borough Hall3,Borough Hall
EL317,24,Borough Hall,2345,98.46%,99.98%,99.45%,3,7,0,MTA,4,24,NA,Borough Hall4,Borough Hall
EL317,24,Borough Hall,2345,98.46%,99.98%,99.45%,3,7,0,MTA,5,24,NA,Borough Hall5,Borough Hall
EL322,14,Crown Hts-Utica Av,34,98.48%,100.00%,99.26%,5,5,0,MTA,3,345,NA,Crown Hts-Utica Ave3,Crown Hts - Utica Ave
EL322,14,Crown Hts-Utica Av,34,98.48%,100.00%,99.26%,5,5,0,MTA,4,345,NA,Crown Hts-Utica Ave4,Crown Hts - Utica Ave
EL308,17,Court St,R,98.54%,99.69%,99.25%,3,5,2,MTA,R,24,NA,Court StR,Court St
EL396,11,Myrtle-Wyckoff Avs,LM,98.58%,97.79%,98.86%,4,5,0,MTA,L,112,NA,Myrtle-Wyckoff AvesL,Myrtle - Wyckoff Aves
EL396,11,Myrtle-Wyckoff Avs,LM,98.58%,97.79%,98.86%,4,5,0,MTA,M,112,NA,Myrtle-Wyckoff AvesM,Myrtle - Wyckoff Aves
EL305,14,Atlantic Av,45,98.62%,99.44%,99.20%,5,9,0,MTA,4,338,NA,Atlantic Ave-Barclays Ctr4,Atlantic Av - Barclay's Center
EL305,14,Atlantic Av,45,98.62%,99.44%,99.20%,5,9,0,MTA,5,338,NA,Atlantic Ave-Barclays Ctr5,Atlantic Av - Barclay's Center
EL395,16,Flushing Av,JM,98.64%,98.19%,98.30%,5,4,1,MTA,J,287,NA,Flushing AveJ,Flushing Ave
EL395,16,Flushing Av,JM,98.64%,98.19%,98.30%,5,4,1,MTA,M,287,NA,Flushing AveM,Flushing Ave
EL303,14,Pacific St-Atlantic Av,DNR,98.66%,99.63%,98.71%,3,3,1,MTA,D,27,NA,Atlantic Ave-Barclays CtrD,Atlantic Av - Barclay's Center
EL303,14,Pacific St-Atlantic Av,DNR,98.66%,99.63%,98.71%,3,3,1,MTA,N,27,NA,Atlantic Ave-Barclays CtrN,Atlantic Av - Barclay's Center
EL303,14,Pacific St-Atlantic Av,DNR,98.66%,99.63%,98.71%,3,3,1,MTA,R,27,NA,Atlantic Ave-Barclays CtrR,Atlantic Av - Barclay's Center
EL323,14,Crown Hts-Utica Av,34,98.69%,99.31%,98.78%,4,4,0,MTA,3,345,NA,Crown Hts-Utica Ave3,Crown Hts - Utica Ave
EL323,14,Crown Hts-Utica Av,34,98.69%,99.31%,98.78%,4,4,0,MTA,4,345,NA,Crown Hts-Utica Ave4,Crown Hts - Utica Ave
EL321,20,Church Av,25,98.70%,99.74%,100.00%,0,8,0,MTA,2,356,NA,Church Ave2,Church Ave
EL321,20,Church Av,25,98.70%,99.74%,100.00%,0,8,0,MTA,5,356,NA,Church Ave5,Church Ave
EL709,8,Jay St,ACFR,98.70%,99.94%,99.42%,8,4,2,MTA,A,174,NA,Jay St-MetroTechA,Jay St - MetroTech
EL709,8,Jay St,ACFR,98.70%,99.94%,99.42%,8,4,2,MTA,C,174,NA,Jay St-MetroTechC,Jay St - MetroTech
EL709,8,Jay St,ACFR,98.70%,99.94%,99.42%,8,4,2,MTA,F,174,NA,Jay St-MetroTechF,Jay St - MetroTech
EL709,8,Jay St,ACFR,98.70%,99.94%,99.42%,8,4,2,MTA,R,174,NA,Jay St-MetroTechR,Jay St - MetroTech
EL706,8,Jay St,ACFR,98.82%,99.48%,99.89%,13,6,1,MTA,A,174,NA,Jay St-MetroTechA,Jay St - MetroTech
EL706,8,Jay St,ACFR,98.82%,99.48%,99.89%,13,6,1,MTA,C,174,NA,Jay St-MetroTechC,Jay St - MetroTech
EL706,8,Jay St,ACFR,98.82%,99.48%,99.89%,13,6,1,MTA,F,174,NA,Jay St-MetroTechF,Jay St - MetroTech
EL706,8,Jay St,ACFR,98.82%,99.48%,99.89%,13,6,1,MTA,R,174,NA,Jay St-MetroTechR,Jay St - MetroTech
EL374,10,Church Av,FG,98.83%,98.17%,99.19%,5,2,1,MTA,F,243,NA,Church AveF,Church Ave
EL374,10,Church Av,FG,98.83%,98.17%,99.19%,5,2,1,MTA,G,243,NA,Church AveG,Church Ave
EL375,10,Church Av,FG,98.90%,100.00%,99.63%,3,2,0,MTA,F,243,NA,Church AveF,Church Ave
EL375,10,Church Av,FG,98.90%,100.00%,99.63%,3,2,0,MTA,G,243,NA,Church AveG,Church Ave
EL319,21,Brooklyn College-Flatbush Av,25,98.96%,99.80%,100.00%,3,5,1,MTA,2,359,NA,Brooklyn College-Flatbush Ave2,Brooklyn College - Flatbush Ave
EL319,21,Brooklyn College-Flatbush Av,25,98.96%,99.80%,100.00%,3,5,1,MTA,5,359,NA,Brooklyn College-Flatbush Ave5,Brooklyn College - Flatbush Ave
EL370,13,DeKalb Av,BQR,99.05%,99.40%,100.00%,1,3,0,MTA,B,26,NA,DeKalb AveB,DeKalb Ave
EL370,13,DeKalb Av,BQR,99.05%,99.40%,100.00%,1,3,0,MTA,Q,26,NA,DeKalb AveQ,DeKalb Ave
EL370,13,DeKalb Av,BQR,99.05%,99.40%,100.00%,1,3,0,MTA,R,26,NA,DeKalb AveR,DeKalb Ave
EL392,14,Marcy Av,JMZ,99.07%,99.77%,99.98%,1,4,0,MTA,J,101,NA,Marcy AveJ,Marcy Ave
EL392,14,Marcy Av,JMZ,99.07%,99.77%,99.98%,1,4,0,MTA,M,101,NA,Marcy AveM,Marcy Ave
EL392,14,Marcy Av,JMZ,99.07%,99.77%,99.98%,1,4,0,MTA,Z,101,NA,Marcy AveZ,Marcy Ave
EL372,13,DeKalb Av,BQR,99.12%,100.00%,99.77%,5,2,0,MTA,B,26,NA,DeKalb AveB,DeKalb Ave
EL372,13,DeKalb Av,BQR,99.12%,100.00%,99.77%,5,2,0,MTA,Q,26,NA,DeKalb AveQ,DeKalb Ave
EL372,13,DeKalb Av,BQR,99.12%,100.00%,99.77%,5,2,0,MTA,R,26,NA,DeKalb AveR,DeKalb Ave
EL701,13,Coney Island-Stillwell Av,DFNQ,99.29%,99.44%,98.89%,1,2,0,MTA,D,58,NA,Coney Island-Stillwell AveD,Coney Island - Stillwell Av
EL701,13,Coney Island-Stillwell Av,DFNQ,99.29%,99.44%,98.89%,1,2,0,MTA,F,58,NA,Coney Island-Stillwell AveF,Coney Island - Stillwell Av
EL701,13,Coney Island-Stillwell Av,DFNQ,99.29%,99.44%,98.89%,1,2,0,MTA,N,58,NA,Coney Island-Stillwell AveN,Coney Island - Stillwell Av
EL701,13,Coney Island-Stillwell Av,DFNQ,99.29%,99.44%,98.89%,1,2,0,MTA,Q,58,NA,Coney Island-Stillwell AveQ,Coney Island - Stillwell Av
EL702,13,Coney Island-Stillwell Av,DFNQ,99.30%,99.51%,99.68%,3,3,1,MTA,D,58,NA,Coney Island-Stillwell AveD,Coney Island - Stillwell Av
EL702,13,Coney Island-Stillwell Av,DFNQ,99.30%,99.51%,99.68%,3,3,1,MTA,F,58,NA,Coney Island-Stillwell AveF,Coney Island - Stillwell Av
EL702,13,Coney Island-Stillwell Av,DFNQ,99.30%,99.51%,99.68%,3,3,1,MTA,N,58,NA,Coney Island-Stillwell AveN,Coney Island - Stillwell Av
EL702,13,Coney Island-Stillwell Av,DFNQ,99.30%,99.51%,99.68%,3,3,1,MTA,Q,58,NA,Coney Island-Stillwell AveQ,Coney Island - Stillwell Av
EL427,12,Junction Blvd,7,89.84%,89.39%,89.91%,3,10,0,MTA,7,451,NA,Junction Blvd7,Junction Blvd
EL426,12,Junction Blvd,7,91.17%,86.17%,95.34%,10,20,2,MTA,7,451,NA,Junction Blvd7,Junction Blvd
EL425,12,Junction Blvd,7,92.67%,94.95%,93.76%,13,7,3,MTA,7,451,NA,Junction Blvd7,Junction Blvd
EL424,1,Briarwood,EF,92.90%,92.39%,93.67%,17,13,3,MTA,E,258,NA,BriarwoodE,Briarwood - Van Wyck Blvd
EL424,1,Briarwood,EF,92.90%,92.39%,93.67%,17,13,3,MTA,F,258,NA,BriarwoodF,Briarwood - Van Wyck Blvd
EL432,13,Jamaica-179 St,F,94.25%,91.95%,95.27%,4,16,0,MTA,F,#N/A,NA,Jamaica-179 StF,Jamaica - 179th St
EL434,10,Kew Gardens-Union Tpke,EF,94.86%,95.48%,95.87%,9,6,0,MTA,E,259,NA,Kew Gardens-Union TpkeE,Kew Gardens - Union Tpke
EL434,10,Kew Gardens-Union Tpke,EF,94.86%,95.48%,95.87%,9,6,0,MTA,F,259,NA,Kew Gardens-Union TpkeF,Kew Gardens - Union Tpke
EL431,13,Jamaica-179 St,F,95.18%,94.86%,95.15%,13,9,0,MTA,F,#N/A,NA,Jamaica-179 StF,Jamaica - 179th St
EL405,2,21 St-Queensbridge,F,96.18%,96.99%,98.25%,11,7,3,MTA,F,221,NA,21 St-QueensbridgeF,21st St - Queensbridge
EL421,13,Jackson Hts-Roosevelt Av,EFMR,96.22%,96.89%,96.23%,3,13,2,MTA,E,267,NA,Jackson Hts-Roosevelt AveE,Jackson Hts - Roosevelt Av
EL421,13,Jackson Hts-Roosevelt Av,EFMR,96.22%,96.89%,96.23%,3,13,2,MTA,F,267,NA,Jackson Hts-Roosevelt AveF,Jackson Hts - Roosevelt Av
EL421,13,Jackson Hts-Roosevelt Av,EFMR,96.22%,96.89%,96.23%,3,13,2,MTA,M,267,NA,Jackson Hts-Roosevelt AveM,Jackson Hts - Roosevelt Av
EL421,13,Jackson Hts-Roosevelt Av,EFMR,96.22%,96.89%,96.23%,3,13,2,MTA,R,267,NA,Jackson Hts-Roosevelt AveR,Jackson Hts - Roosevelt Av
EL462,1,Ozone Park-Lefferts Boulevard,A,96.60%,96.99%,93.09%,6,6,1,MTA,A,#N/A,NA,Ozone Park-Lefferts BlvdA,Ozone Park - Lefferts Blvd
EL437,4,Forest Hills,EFMR,96.63%,96.20%,95.05%,13,7,1,MTA,E,261,NA,Forest Hills-71 AveE,Forest Hills - 71st Av
EL437,4,Forest Hills,EFMR,96.63%,96.20%,95.05%,13,7,1,MTA,F,261,NA,Forest Hills-71 AveF,Forest Hills - 71st Av
EL437,4,Forest Hills,EFMR,96.63%,96.20%,95.05%,13,7,1,MTA,M,261,NA,Forest Hills-71 AveM,Forest Hills - 71st Av
EL437,4,Forest Hills,EFMR,96.63%,96.20%,95.05%,13,7,1,MTA,R,261,NA,Forest Hills-71 AveR,Forest Hills - 71st Av
EL420,13,74 St-Broadway,7,96.71%,97.71%,97.34%,8,6,1,MTA,7,454,NA,74 St-Broadway7,74th St - Broadway
EL412,30,Jamaica Center,EJZ,96.76%,97.02%,98.54%,15,7,1,MTA,E,278,NA,Jamaica CtrE,Jamaica Ctr - Parsons / Archer
EL412,30,Jamaica Center,EJZ,96.76%,97.02%,98.54%,15,7,1,MTA,J,278,NA,Jamaica CtrJ,Jamaica Ctr - Parsons / Archer
EL412,30,Jamaica Center,EJZ,96.76%,97.02%,98.54%,15,7,1,MTA,Z,278,NA,Jamaica CtrZ,Jamaica Ctr - Parsons / Archer
EL423,13,74 St-Broadway,7,96.91%,95.29%,99.86%,3,10,0,MTA,7,454,NA,74 St-Broadway7,74th St - Broadway
EL439,4,Forest Hills,EFMR,96.99%,98.17%,96.86%,10,12,0,MTA,E,261,NA,Forest Hills-71 AveE,Forest Hills - 71st Av
EL439,4,Forest Hills,EFMR,96.99%,98.17%,96.86%,10,12,0,MTA,F,261,NA,Forest Hills-71 AveF,Forest Hills - 71st Av
EL439,4,Forest Hills,EFMR,96.99%,98.17%,96.86%,10,12,0,MTA,M,261,NA,Forest Hills-71 AveM,Forest Hills - 71st Av
EL439,4,Forest Hills,EFMR,96.99%,98.17%,96.86%,10,12,0,MTA,R,261,NA,Forest Hills-71 AveR,Forest Hills - 71st Av
EL413,30,Jamaica Center,EJZ,97.15%,97.97%,99.53%,10,8,0,MTA,E,278,NA,Jamaica CtrE,Jamaica Ctr - Parsons / Archer
EL413,30,Jamaica Center,EJZ,97.15%,97.97%,99.53%,10,8,0,MTA,J,278,NA,Jamaica CtrJ,Jamaica Ctr - Parsons / Archer
EL413,30,Jamaica Center,EJZ,97.15%,97.97%,99.53%,10,8,0,MTA,Z,278,NA,Jamaica CtrZ,Jamaica Ctr - Parsons / Archer
EL414,19,Flushing-Main St,7,97.69%,99.12%,96.70%,6,6,1,MTA,7,447,NA,Flushing-Main St7,Flushing - Main St
EL433,13,Jamaica-179 St,F,97.91%,97.94%,98.76%,6,5,0,MTA,F,#N/A,NA,Jamaica-179 StF,Jamaica - 179th St
EL409,2,Jamaica-Van Wyck,E,98.02%,97.59%,100.00%,6,4,2,MTA,E,280,NA,Jamaica-Van WyckE,Jamaica - Van Wyck
EL429,13,Queens Plaza,EMR,98.05%,99.36%,99.98%,3,7,0,MTA,E,273,NA,Queens PlazaE,Queens Plz
EL429,13,Queens Plaza,EMR,98.05%,99.36%,99.98%,3,7,0,MTA,M,273,NA,Queens PlazaM,Queens Plz
EL429,13,Queens Plaza,EMR,98.05%,99.36%,99.98%,3,7,0,MTA,R,273,NA,Queens PlazaR,Queens Plz
EL446,7,CitiCorp/Court Square,7EG,98.06%,98.38%,99.33%,6,5,3,MTA,7,462,NA,Court Sq7,Court Sq
EL446,7,CitiCorp/Court Square,7EG,98.06%,98.38%,99.33%,6,5,3,MTA,E,274,NA,Court Sq-23 StE,Court Sq - 23rd St
EL446,7,CitiCorp/Court Square,7EG,98.06%,98.38%,99.33%,6,5,3,MTA,G,281,NA,Long Island City-Court SqG,Long Island City - Court Sq
EL435,10,Kew Gardens-Union Tpke,EF,98.06%,99.79%,98.49%,4,7,1,MTA,E,259,NA,Kew Gardens-Union TpkeE,Kew Gardens - Union Tpke
EL435,10,Kew Gardens-Union Tpke,EF,98.06%,99.79%,98.49%,4,7,1,MTA,F,259,NA,Kew Gardens-Union TpkeF,Kew Gardens - Union Tpke
EL463,1,Ozone Park-Lefferts Boulevard,A,98.25%,98.73%,97.09%,4,5,0,MTA,A,#N/A,NA,Ozone Park-Lefferts BlvdA,Ozone Park - Lefferts Blvd
EL438,4,Forest Hills,EFMR,98.35%,100.00%,97.73%,13,4,0,MTA,E,261,NA,Forest Hills-71 AveE,Forest Hills - 71st Av
EL438,4,Forest Hills,EFMR,98.35%,100.00%,97.73%,13,4,0,MTA,F,261,NA,Forest Hills-71 AveF,Forest Hills - 71st Av
EL438,4,Forest Hills,EFMR,98.35%,100.00%,97.73%,13,4,0,MTA,M,261,NA,Forest Hills-71 AveM,Forest Hills - 71st Av
EL438,4,Forest Hills,EFMR,98.35%,100.00%,97.73%,13,4,0,MTA,R,261,NA,Forest Hills-71 AveR,Forest Hills - 71st Av
EL497,7,Mott v,A,98.36%,98.45%,98.08%,2,6,1,MTA,A,#N/A,NA,Far Rockaway-Mott AveA,Far Rockaway - Mott Ave
EL430,13,Queens Plaza,EMR,98.37%,99.51%,98.82%,3,4,1,MTA,E,273,NA,Queens PlazaE,Queens Plz
EL430,13,Queens Plaza,EMR,98.37%,99.51%,98.82%,3,4,1,MTA,M,273,NA,Queens PlazaM,Queens Plz
EL430,13,Queens Plaza,EMR,98.37%,99.51%,98.82%,3,4,1,MTA,R,273,NA,Queens PlazaR,Queens Plz
EL408,2,Jamaica-Van Wyck,E,98.50%,100.00%,100.00%,3,6,0,MTA,E,280,NA,Jamaica-Van WyckE,Jamaica - Van Wyck
EL428,13,Queens Plaza,EMR,98.58%,99.82%,98.88%,3,6,0,MTA,E,273,NA,Queens PlazaE,Queens Plz
EL428,13,Queens Plaza,EMR,98.58%,99.82%,98.88%,3,6,0,MTA,M,273,NA,Queens PlazaM,Queens Plz
EL428,13,Queens Plaza,EMR,98.58%,99.82%,98.88%,3,6,0,MTA,R,273,NA,Queens PlazaR,Queens Plz
EL407,2,21 St-Queensbridge,F,98.64%,100.00%,99.58%,2,5,1,MTA,F,221,NA,21 St-QueensbridgeF,21st St - Queensbridge
EL406,2,21 St-Queensbridge,F,98.69%,100.00%,98.33%,2,5,0,MTA,F,221,NA,21 St-QueensbridgeF,21st St - Queensbridge
EL411,30,Sutphin Blvd-Archer Av-JFK,EJZ,98.83%,99.38%,99.57%,4,3,0,MTA,E,279,NA,Sutphin Blvd-Archer AveE,Sutphin Blvd - Archer Av
EL411,30,Sutphin Blvd-Archer Av-JFK,EJZ,98.83%,99.38%,99.57%,4,3,0,MTA,J,279,NA,Sutphin Blvd-Archer AveJ,Sutphin Blvd - Archer Av
EL411,30,Sutphin Blvd-Archer Av-JFK,EJZ,98.83%,99.38%,99.57%,4,3,0,MTA,Z,279,NA,Sutphin Blvd-Archer AveZ,Sutphin Blvd - Archer Av
EL447,7,CitiCorp/Court Square,7EG,99.00%,98.89%,100.00%,0,5,0,MTA,7,462,NA,Court Sq7,Court Sq
EL447,7,CitiCorp/Court Square,7EG,99.00%,98.89%,100.00%,0,5,0,MTA,E,274,NA,Court Sq-23 StE,Court Sq - 23rd St
EL447,7,CitiCorp/Court Square,7EG,99.00%,98.89%,100.00%,0,5,0,MTA,G,281,NA,Long Island City-Court SqG,Long Island City - Court Sq
EL422,13,Jackson Hts-Roosevelt Av,EFMR,99.03%,99.40%,99.08%,0,4,0,MTA,E,267,NA,Jackson Hts-Roosevelt AveE,Jackson Hts - Roosevelt Av
EL422,13,Jackson Hts-Roosevelt Av,EFMR,99.03%,99.40%,99.08%,0,4,0,MTA,F,267,NA,Jackson Hts-Roosevelt AveF,Jackson Hts - Roosevelt Av
EL422,13,Jackson Hts-Roosevelt Av,EFMR,99.03%,99.40%,99.08%,0,4,0,MTA,M,267,NA,Jackson Hts-Roosevelt AveM,Jackson Hts - Roosevelt Av
EL422,13,Jackson Hts-Roosevelt Av,EFMR,99.03%,99.40%,99.08%,0,4,0,MTA,R,267,NA,Jackson Hts-Roosevelt AveR,Jackson Hts - Roosevelt Av
EL436,10,Kew Gardens-Union Tpke,EF,99.31%,99.46%,100.00%,1,3,0,MTA,E,259,NA,Kew Gardens-Union TpkeE,Kew Gardens - Union Tpke
EL436,10,Kew Gardens-Union Tpke,EF,99.31%,99.46%,100.00%,1,3,0,MTA,F,259,NA,Kew Gardens-Union TpkeF,Kew Gardens - Union Tpke
EL498,7,Mott v,A,99.31%,99.95%,99.72%,1,3,0,MTA,A,#N/A,NA,Far Rockaway-Mott AveA,Far Rockaway - Mott Ave
EL489X,No Data,Aqueduct Racetrack,A,33.55%,33.33%,34.18%,No Data,No Data,No Data,Genting New York LLC,A,#N/A,NA,Aqueduct RacetrackA,Aqueduct Racetrack
EL14X,No Data,Cortlandt St,RW,72.18%,71.34%,73.32%,No Data,No Data,No Data,Port Authority,R,21,NA,Cortlandt StR,Cortlandt St
EL14X,No Data,Cortlandt St,RW,72.18%,71.34%,73.32%,No Data,No Data,No Data,Port Authority,W,328,NA,Cortlandt StW,Cortlandt St
