,ID,Age,Location,Lines,X1st_Quarter_2019_24_Hour_Availability_,X1st_Quarter_2019_24_Hour_Availability_AM_Peak,X1st_Quarter_2019_24_Hour_Availability_PM_Peak,Non_Scheduled_Outages,Scheduled_Outages,Entrapments,Owner,s
1333,ES263X,No Data,50 St,CE,99.46%,99.70%,98.79%,No Data,No Data,No Data,"WWP Office, LLC c/o RXR Realty",E
1334,ES361X,No Data,Fulton St,ACJZ2345,99.55%,100.00%,99.72%,No Data,No Data,No Data,Westfield Management,2
1335,ES361X,No Data,Fulton St,ACJZ2345,99.55%,100.00%,99.72%,No Data,No Data,No Data,Westfield Management,3
1336,ES361X,No Data,Fulton St,ACJZ2345,99.55%,100.00%,99.72%,No Data,No Data,No Data,Westfield Management,4
1337,ES361X,No Data,Fulton St,ACJZ2345,99.55%,100.00%,99.72%,No Data,No Data,No Data,Westfield Management,5
1338,ES361X,No Data,Fulton St,ACJZ2345,99.55%,100.00%,99.72%,No Data,No Data,No Data,Westfield Management,A
1339,ES361X,No Data,Fulton St,ACJZ2345,99.55%,100.00%,99.72%,No Data,No Data,No Data,Westfield Management,C
1340,ES361X,No Data,Fulton St,ACJZ2345,99.55%,100.00%,99.72%,No Data,No Data,No Data,Westfield Management,J
1341,ES361X,No Data,Fulton St,ACJZ2345,99.55%,100.00%,99.72%,No Data,No Data,No Data,Westfield Management,Z
1342,ES378X,No Data,Wall St,23,99.73%,100.00%,98.89%,No Data,No Data,No Data,Deutsche Bank,2
1343,ES378X,No Data,Wall St,23,99.73%,100.00%,98.89%,No Data,No Data,No Data,Deutsche Bank,3
1344,ES379X,No Data,Wall St,23,99.73%,100.00%,98.89%,No Data,No Data,No Data,Deutsche Bank,2
1345,ES379X,No Data,Wall St,23,99.73%,100.00%,98.89%,No Data,No Data,No Data,Deutsche Bank,3
1346,ES608X,No Data,42 St - Grand Central,4567S,99.73%,100.00%,98.89%,No Data,No Data,No Data,120 Park Ave Associates LLC,4
1347,ES608X,No Data,42 St - Grand Central,4567S,99.73%,100.00%,98.89%,No Data,No Data,No Data,120 Park Ave Associates LLC,5
1348,ES608X,No Data,42 St - Grand Central,4567S,99.73%,100.00%,98.89%,No Data,No Data,No Data,120 Park Ave Associates LLC,6
1349,ES608X,No Data,42 St - Grand Central,4567S,99.73%,100.00%,98.89%,No Data,No Data,No Data,120 Park Ave Associates LLC,7
1350,ES608X,No Data,42 St - Grand Central,4567S,99.73%,100.00%,98.89%,No Data,No Data,No Data,120 Park Ave Associates LLC,S
1351,ES609X,No Data,42 St - Grand Central,4567S,99.73%,100.00%,98.89%,No Data,No Data,No Data,120 Park Ave Associates LLC,4
1352,ES609X,No Data,42 St - Grand Central,4567S,99.73%,100.00%,98.89%,No Data,No Data,No Data,120 Park Ave Associates LLC,5
1353,ES609X,No Data,42 St - Grand Central,4567S,99.73%,100.00%,98.89%,No Data,No Data,No Data,120 Park Ave Associates LLC,6
1354,ES609X,No Data,42 St - Grand Central,4567S,99.73%,100.00%,98.89%,No Data,No Data,No Data,120 Park Ave Associates LLC,7
1355,ES609X,No Data,42 St - Grand Central,4567S,99.73%,100.00%,98.89%,No Data,No Data,No Data,120 Park Ave Associates LLC,S
1356,ES610X,No Data,42 St - Grand Central,4567S,99.73%,100.00%,98.89%,No Data,No Data,No Data,SL Green,4
1357,ES610X,No Data,42 St - Grand Central,4567S,99.73%,100.00%,98.89%,No Data,No Data,No Data,SL Green,5
1358,ES610X,No Data,42 St - Grand Central,4567S,99.73%,100.00%,98.89%,No Data,No Data,No Data,SL Green,6
1359,ES610X,No Data,42 St - Grand Central,4567S,99.73%,100.00%,98.89%,No Data,No Data,No Data,SL Green,7
1360,ES610X,No Data,42 St - Grand Central,4567S,99.73%,100.00%,98.89%,No Data,No Data,No Data,SL Green,S
1361,ES360X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,2
1362,ES360X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,3
1363,ES360X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,4
1364,ES360X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,5
1365,ES360X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,A
1366,ES360X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,C
1367,ES360X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,J
1368,ES360X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,Z
1369,ES365X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,2
1370,ES365X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,3
1371,ES365X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,4
1372,ES365X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,5
1373,ES365X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,A
1374,ES365X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,C
1375,ES365X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,J
1376,ES365X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,Z
1377,ES366X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,2
1378,ES366X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,3
1379,ES366X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,4
1380,ES366X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,5
1381,ES366X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,A
1382,ES366X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,C
1383,ES366X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,J
1384,ES366X,No Data,Fulton St,ACJZ2345,100.00%,100.00%,100.00%,No Data,No Data,No Data,Westfield Management,Z
